ACE,transitive_cnt,type_label,type,#type_instances,property,property_label,count,also_known,data_type,constraint_label_list,constraint_class_list,tail_cnt
Q180684,56518,conflict,Q180684,558,P520,armament,166,"ship armament, armed with, wields, weapon",http://wikiba.se/ontology#WikibaseItem,"['weapon', 'tool', 'fictional weapon', 'artillery weapons']","['Q728', 'Q39546', 'Q15720870', 'Q25519785']","{'Q100434640': 13, 'Q15142889': 28, 'Q12796': 3, 'Q1678432': 3, 'Q22704163': 18, 'Q222405': 1, 'Q15142894': 3, 'Q282472': 1, 'Q12870': 3, 'Q11173': 3, 'Q407752': 1, 'Q64694492': 1, 'Q21073024': 2, 'Q12737077': 1, 'Q59773381': 1, 'Q15729598': 1, 'Q21546143': 1, 'Q1515493': 1, 'Q187661': 1}"
Q180684,56518,conflict,Q180684,558,P421,located in time zone,280,"TZ, timezone, time, time zone",http://wikiba.se/ontology#WikibaseItem,['time zone'],['Q12143'],"{'Q6313217': 100, 'Q17272482': 131, 'Q12143': 59, 'Q4127125': 10, 'Q219919': 5, 'Q22676729': 2}"
Q180684,56518,conflict,Q180684,558,P131,located in the administrative territorial entity,163,"locality, town, city, location (administrative territorial entity), located in the territorial entity, located in the administrative unit, located in the administrative territorial entity, located in administrative unit, is located in, is in the ward of, is in the voivodeship of, is in the village of, is in the town of, is in the territory of, is in the state of, is in the shire of, is in the settlement of, is in the rural city of, is in the region of, is in the province of, is in the principal area of, is in the prefecture of, is in the parish of, is in the municipality of, is in the local government area of, is in the Indian reserve of, is in the Indian reservation of, is in the district of, is in the department of, is in the county of, is in the commune of, is in the city of, is in the borough of, is in the arrondissement of, is in the administrative unit, is in the administrative region of, is in administrative unit, Indian reservation, in the administrative unit, in administrative unit, in, happens in, based in, administrative territory, region, state, territory, administrative territorial entity",http://wikiba.se/ontology#WikibaseItem,"['administrative territorial entity', 'fictional administrative territorial entity']","['Q56061', 'Q64034456']","{'Q1637706': 34, 'Q515': 68, 'Q692581': 12, 'Q3505887': 22, 'Q35657': 8, 'Q1549591': 56, 'Q2074737': 4, 'Q2264924': 5, 'Q33146843': 4, 'Q50330360': 13, 'Q51929311': 6, 'Q3957': 5, 'Q1200957': 1, 'Q12134916': 1, 'Q702842': 3, 'Q270496': 1, 'Q10864048': 3, 'Q15239622': 1, 'Q41067667': 1, 'Q17268368': 1, 'Q5119': 20, 'Q56061': 4, 'Q192611': 2, 'Q475050': 1, 'Q1094397': 1, 'Q1422929': 1, 'Q133442': 1, 'Q171441': 3, 'Q200250': 4, 'Q257391': 1, 'Q261543': 1, 'Q262882': 1, 'Q667509': 1, 'Q486972': 12, 'Q14192199': 1, 'Q14192234': 1, 'Q846327': 2, 'Q493522': 6, 'Q902814': 1, 'Q15273785': 3, 'Q15310171': 1, 'Q5327704': 1, 'Q57831': 2, 'Q1306755': 2, 'Q1901835': 1, 'Q15303838': 1, 'Q15344922': 1, 'Q89487741': 1, 'Q174844': 3, 'Q1907114': 1, 'Q11271835': 1, 'Q1710033': 1, 'Q16110': 1, 'Q134626': 1, 'Q1066984': 2, 'Q1180262': 1, 'Q1187811': 2, 'Q14784328': 2, 'Q42744322': 4, 'Q85631896': 1, 'Q1375749': 3, 'Q61980648': 1, 'Q20724701': 1, 'Q7897276': 2, 'Q2716259': 1, 'Q41162': 1, 'Q747074': 3, 'Q61763947': 2, 'Q62049': 1, 'Q2974552': 1, 'Q15284': 2, 'Q83640434': 2, 'Q192287': 1, 'Q7930989': 4, 'Q570116': 1, 'Q755017': 1, 'Q839954': 2, 'Q5153359': 2, 'Q7841907': 2, 'Q15978299': 2, 'Q3700011': 2, 'Q484170': 5, 'Q22927616': 1, 'Q38911': 1, 'Q548611': 1, 'Q7819319': 1, 'Q8452914': 1, 'Q12031379': 1, 'Q76007695': 1, 'Q76009696': 1, 'Q6465': 1, 'Q755707': 2, 'Q24764': 2, 'Q861184': 1, 'Q149621': 1, 'Q2881272': 1, 'Q9035798': 1, 'Q161387': 2, 'Q192299': 1, 'Q208511': 4, 'Q1093829': 3, 'Q15063611': 2, 'Q21507383': 1, 'Q27676416': 1, 'Q104782082': 1, 'Q5055981': 1, 'Q13220204': 3, 'Q36784': 1, 'Q856076': 2, 'Q101057139': 1, 'Q10545864': 1, 'Q532': 1, 'Q253030': 1, 'Q61708099': 1, 'Q3199141': 2, 'Q12479774': 2, 'Q158683': 2, 'Q1022469': 1, 'Q1758856': 1, 'Q1002812': 1, 'Q21503295': 1, 'Q3624078': 1, 'Q63791824': 1, 'Q183342': 2, 'Q4442912': 2, 'Q15661340': 1, 'Q644371': 1, 'Q94993988': 1, 'Q106643740': 1, 'Q841753': 1, 'Q211690': 1, 'Q1288520': 1}"
Q180684,56518,conflict,Q180684,558,P8031,perpetrator,110,"wrong-doer, suicide bomber, perpetrated by, lead by, committed by, assailant, agressor, domestic terrorist, material author, perpetrators, offender, culprit, indirect perpetrator, thief, torturer, kidnapper, attacker, criminal perpetrator, contract killer, assassin, direct perpetrator, robber, killer, perp, victimiser, criminals, backpack bomber, accomplice, by, terrorist, spree killer, murderer, mass murderer, criminal, serial killer, bomber",http://wikiba.se/ontology#WikibaseItem,"['human', 'intelligence agency', 'criminal organization', 'fictional human', 'armed organization']","['Q5', 'Q47913', 'Q1788992', 'Q15632617', 'Q17149090']","{'Q17127659': 39, 'Q17149090': 9, 'Q131401': 2, 'Q7448178': 2, 'Q21512251': 2, 'Q5': 54, 'Q4456236': 2, 'Q43229': 1, 'Q207320': 1, 'Q1788992': 1, 'Q7278': 2, 'Q20642011': 1, 'Q252141': 3, 'Q276548': 2, 'Q7210356': 2}"
Q180684,56518,conflict,Q180684,124,P527,has part,404,"created out of, created from, contain, consists of, composed of, assembled out of, assembled from, amalgamation of, ingredients, formed out of, formed from, parts, has ingredient, contains, has member, set of, includes part, includes, holonym of, have part, has ingredients, has component, has as part, has branch, comprised of",http://wikiba.se/ontology#WikibaseItem,,,"{'Q10931': 4, 'Q13418847': 6, 'Q180684': 45, 'Q1760704': 1, 'Q273120': 13, 'Q3109572': 4, 'Q1140229': 1, 'Q8465': 12, 'Q11514315': 1, 'Q124734': 10, 'Q842332': 2, 'Q132821': 3, 'Q45594': 1, 'Q37002670': 1, 'Q1406161': 1, 'Q1572600': 1, 'Q2571972': 1, 'Q7251589': 2, 'Q900406': 3, 'Q1190554': 1, 'Q2660156': 1, 'Q74817647': 1, 'Q25906438': 3, 'Q178561': 169, 'Q3449092': 1, 'Q45382': 5, 'Q170765': 1, 'Q188055': 47, 'Q217901': 2, 'Q3817498': 1, 'Q997267': 10, 'Q56296559': 3, 'Q188686': 3, 'Q680838': 2, 'Q48767773': 2, 'Q678146': 1, 'Q814290': 2, 'Q2165983': 1, 'Q3241045': 1, 'Q645883': 11, 'Q31841842': 1, 'Q831663': 5, 'Q467011': 3, 'Q476807': 1, 'Q206106': 1, 'Q198': 13, 'Q49848': 1, 'Q348120': 1, 'Q750215': 3, 'Q891854': 3, 'Q350604': 7, 'Q24895736': 3, 'Q5791104': 3, 'Q7157512': 4, 'Q47041624': 1, 'Q3002772': 1, 'Q7311342': 1, 'Q686984': 1, 'Q15631336': 1, 'Q3249551': 2, 'Q251741': 1, 'Q18493502': 1, 'Q21480300': 1, 'Q25917186': 1, 'Q321839': 2, 'Q20893947': 1, 'Q2001676': 3, 'Q1261499': 4, 'Q42891972': 1, 'Q511866': 1, 'Q718893': 1, 'Q5919191': 1, 'Q90754': 1, 'Q3625424': 2, 'Q18340514': 2}"
Q180684,56518,conflict,Q180684,124,P1343,described by source,66,"written about in, source of item, reviewed in, mentioned in news article, described in source, described by reference work, described by obituary, described by encyclopedia, described by biography, entry, subject of",http://wikiba.se/ontology#WikibaseItem,"['book', 'biography', 'web page', 'concept', 'work', 'correspondence', 'version, edition, or translation', 'scientific book', 'list']","['Q571', 'Q36279', 'Q36774', 'Q151885', 'Q386724', 'Q1277575', 'Q3331189', 'Q7433672', 'Q12139612']","{'Q975413': 22, 'Q47461344': 2, 'Q3331189': 2, 'Q861437': 1, 'Q1239328': 10, 'Q1525071': 10, 'Q7725634': 5, 'Q1469824': 2, 'Q7094076': 4, 'Q17152639': 2, 'Q193495': 1, 'Q20540385': 4, 'Q5707594': 4, 'Q571': 1, 'Q4830453': 1, 'Q5292': 1, 'Q56165908': 1, 'Q13442814': 9, 'Q35127': 2}"
Q180684,56518,conflict,Q180684,1460,P155,follows,170,"successor to, succeeds to, sequel of, previous is, previous element, prev, prequel is, comes after, before was, succeeds, preceded by, predecessor, split from",http://wikiba.se/ontology#WikibaseItem,,,"{'Q43109': 156, 'Q24713572': 1, 'Q40231': 1, 'Q858439': 4, 'Q1219394': 3, 'Q1214249': 1, 'Q28147500': 2, 'Q811979': 1, 'Q1269627': 1}"
Q180684,56518,conflict,Q180684,1460,P156,followed by,160,"successor, succeded by, sequel is, prequel of, preceeds, precedes, next is, next element, next, continued as, comes before",http://wikiba.se/ontology#WikibaseItem,,,"{'Q43109': 144, 'Q3454828': 1, 'Q40231': 1, 'Q1219394': 4, 'Q13418847': 1, 'Q2515494': 2, 'Q60364778': 1, 'Q858439': 2, 'Q24713572': 1, 'Q17633526': 1, 'Q1458216': 1, 'Q1190554': 1}"
Q180684,56518,conflict,Q180684,3289,P1591,defendant,3299,"respondant, accused",http://wikiba.se/ontology#WikibaseItem,"['human', 'organization', 'minister', 'fictional character', 'fictional organization']","['Q5', 'Q43229', 'Q83307', 'Q95074', 'Q14623646']","{'Q5': 3298, 'Q43229': 1}"
Q180684,56518,conflict,Q180684,3289,P793,significant event,810,"important event, significant incident, significant achievment, sign. event, notable incident, notable event, major event, main events, key incident, known for, key event, fate, big event, outcome, event",http://wikiba.se/ontology#WikibaseItem,"['accident', 'occurrence', 'event', 'fictional occurrence', 'mythical event', 'temporal entity']","['Q171558', 'Q1190554', 'Q1656682', 'Q14136353', 'Q24336466', 'Q26907166']","{'Q1190554': 529, 'Q133235': 1, 'Q208383': 1, 'Q178561': 71, 'Q321839': 1, 'Q45382': 1, 'Q188055': 1, 'Q2380335': 1, 'Q180684': 1, 'Q17524420': 1, 'Q645883': 1}"
Q180684,56518,conflict,Q180684,104,P3342,significant person,23,"associated person, associated people, friends, friend, significant people, sign. person, person associated with the subject, notable person, notable people, key person, key people",http://wikiba.se/ontology#WikibaseItem,"['fictional character', 'person', 'mythical character']","['Q95074', 'Q215627', 'Q4271324']",{'Q5': 23}
Q180684,56518,conflict,Q180684,104,P1269,facet of,13,"topic of, subtopic of, subject in, subitem of, section in, main topic, aspect of",http://wikiba.se/ontology#WikibaseItem,,,"{'Q9332': 1, 'Q622645': 1, 'Q1149305': 1, 'Q108306867': 1, 'Q20027953': 1, 'Q3769299': 1, 'Q6266': 1, 'Q2472587': 1, 'Q11197007': 1, 'Q6539177': 1, 'Q99673569': 1, 'Q874405': 1, 'Q2915955': 1, 'Q1665984': 1, 'Q11862829': 1, 'Q844569': 1, 'Q12184': 1, 'Q3241045': 2, 'Q17076801': 1, 'Q27949697': 1}"
Q180684,56518,conflict,Q180684,104,P138,named after,11,"namesake, named in honor of, named for, name after, linked with, eponym, toponym, etymology",http://wikiba.se/ontology#WikibaseItem,,,"{'Q5': 5, 'Q276548': 1, 'Q8148': 1, 'Q3477367': 1, 'Q11032': 1, 'Q327333': 1}"
Q4,4154,death,Q4,390,P585,point in time,2202,"time of event, on, event date, during, by date, at time, as of, when, time, year, date",http://wikiba.se/ontology#Time,,,{}
Q4,4154,death,Q4,390,P17,country,2299,"sovereign state, land, state, host country",http://wikiba.se/ontology#WikibaseItem,"['country', 'state', 'federation', 'empire', 'provisional government', 'polis', 'dependent territory', 'confederation', 'Roman province', 'ancient Chinese state', 'fictional country', 'client state', 'realm', 'subject of international law', 'occupied territory', 'historical country', 'sovereign state', 'fictional location', 'disputed territory', 'mythical place', 'state in the Holy Roman Empire', 'ancient civilization']","['Q6256', 'Q7275', 'Q43702', 'Q48349', 'Q59281', 'Q148837', 'Q161243', 'Q170156', 'Q182547', 'Q836688', 'Q1145276', 'Q1151405', 'Q1250464', 'Q1896989', 'Q2577883', 'Q3024240', 'Q3624078', 'Q3895768', 'Q15239622', 'Q24334893', 'Q26830017', 'Q28171280']","{'Q6256': 1974, 'Q112099': 304, 'Q3624078': 2116, 'Q512187': 629, 'Q1489259': 497, 'Q1520223': 614, 'Q5255892': 587, 'Q15304003': 28, 'Q202686': 241, 'Q1250464': 153, 'Q20181813': 161, 'Q63791824': 160, 'Q6266': 84, 'Q43702': 113, 'Q223832': 72, 'Q7270': 280, 'Q859563': 86, 'Q1951661': 5, 'Q11396118': 3, 'Q15634554': 43, 'Q3024240': 124, 'Q11514315': 16, 'Q41614': 40, 'Q51576574': 223, 'Q118365': 27, 'Q465613': 46, 'Q842112': 27, 'Q849866': 32, 'Q4209223': 69, 'Q515': 11, 'Q5119': 8, 'Q133442': 8, 'Q902814': 8, 'Q1549591': 8, 'Q1637706': 8, 'Q2264924': 8, 'Q1323642': 29, 'Q48349': 44, 'Q611214': 37, 'Q123480': 57, 'Q779415': 3, 'Q619610': 64, 'Q49892': 3, 'Q13107770': 9, 'Q1620908': 1, 'Q3502482': 1, 'Q28171280': 1, 'Q179164': 44, 'Q7275': 10, 'Q66724388': 7, 'Q339834': 21, 'Q183366': 2, 'Q672729': 6, 'Q50068795': 4, 'Q59281': 1, 'Q327333': 1, 'Q133156': 8, 'Q1351282': 1, 'Q15379753': 1, 'Q19953632': 2, 'Q816829': 1, 'Q82794': 3, 'Q918240': 2, 'Q34876': 1, 'Q417175': 3, 'Q10742': 1, 'Q2736168': 1, 'Q387917': 4, 'Q2577883': 6, 'Q20724849': 4, 'Q208164': 8, 'Q1088391': 1, 'Q1371288': 2, 'Q1798622': 1, 'Q5589178': 2, 'Q164142': 4, 'Q1211369': 1, 'Q1790360': 1, 'Q44565': 1, 'Q1993723': 1, 'Q6428674': 1, 'Q12857432': 1, 'Q99541706': 2, 'Q3336843': 1, 'Q1309121': 1, 'Q331644': 1, 'Q353344': 1, 'Q276548': 1}"
