class	superclass
Q7281	Q13878858
Q7281	Q64732777
Q7281	Q17988854
Q7281	Q58415929
Q7281	Q602884
Q7281	Q35120
Q7281	Q1150070
Q7281	Q67518978
Q7281	Q483247
Q7281	Q16887380
Q7281	Q188572
Q7281	Q28813620
Q7281	Q42848
Q7281	Q2684591
Q7281	Q99527517
Q7281	Q11028
Q7281	Q108163
Q7281	Q7184903
Q7281	Q246672
Q7281	Q474328
Q7281	Q41796
Q7281	Q488383
Q7281	Q7048977
Q7281	Q1786828
Q7281	Q9380010
Q7281	Q15916540
Q7281	Q5371079
Q7281	Q628523
Q7281	Q183046
Q7281	Q20817253
Q7281	Q16877783
Q7281	Q16889133
Q7281	Q29651519
Q5919191	Q5919191
Q5919191	Q198
Q5919191	Q1168287
Q5919191	Q350604
Q5919191	Q1190554
Q5919191	Q1920219
Q5919191	Q166542
Q5919191	Q1227249
Q5919191	Q189533
Q5919191	Q180684
Q5919191	Q71266556
Q5919191	Q26907166
Q5919191	Q18669875
Q5919191	Q621184
Q5919191	Q839578
Q5919191	Q3529618
Q5919191	Q813912
Q5919191	Q58415929
Q5919191	Q61788060
Q5919191	Q3505845
Q5919191	Q609298
Q5919191	Q618779
Q5919191	Q16023913
Q5919191	Q35120
Q5919191	Q1914636
Q5919191	Q3769299
Q5919191	Q52948
Q5919191	Q602884
Q5919191	Q921513
Q5919191	Q230788
Q5919191	Q7302601
Q5919191	Q20937557
Q5919191	Q483247
Q5919191	Q937228
Q5919191	Q9332
Q5919191	Q374814
Q5919191	Q4026292
Q5919191	Q815823
Q5919191	Q1527264
Q5919191	Q427581
Q5919191	Q104637332
Q5919191	Q107329943
Q5919191	Q188572
Q5919191	Q2990593
Q5919191	Q22294683
Q5919191	Q189970
Q5919191	Q83493482
Q5919191	Q16887380
Q5919191	Q42848
Q5919191	Q2684591
Q5919191	Q11424100
Q5919191	Q46737
Q5919191	Q1979154
Q5919191	Q9073584
Q5919191	Q2996394
Q5919191	Q28813620
Q5919191	Q22269697
Q5919191	Q83492918
Q5919191	Q67518233
Q5919191	Q11028
Q5919191	Q1554231
Q5919191	Q41719
Q5919191	Q4393498
Q5919191	Q108163
Q5919191	Q3249551
Q5919191	Q13878858
Q5919191	Q64732777
Q5919191	Q1150070
Q5919191	Q4897819
Q5919191	Q99527517
Q5919191	Q67518978
Q5919191	Q628523
Q5919191	Q7184903
Q5919191	Q321703
Q5919191	Q246672
Q5919191	Q474328
Q5919191	Q31464082
Q5919191	Q103940464
Q5919191	Q930933
Q5919191	Q16686448
Q5919191	Q100195948
Q5919191	Q41796
Q5919191	Q488383
Q5919191	Q7048977
Q5919191	Q1207505
Q5919191	Q23958946
Q5919191	Q1786828
Q5919191	Q9380010
Q5919191	Q15916540
Q5919191	Q5371079
Q5919191	Q183046
Q5919191	Q20817253
Q5919191	Q16877783
Q5919191	Q16889133
Q5919191	Q29651519
Q2334719	Q2334719
Q2334719	Q180684
Q2334719	Q327197
Q2334719	Q386724
Q2334719	Q8016240
Q2334719	Q839578
Q2334719	Q451967
Q2334719	Q1864008
Q2334719	Q15401930
Q2334719	Q1190554
Q2334719	Q1301203
Q2334719	Q61788060
Q2334719	Q609298
Q2334719	Q26907166
Q2334719	Q6087062
Q2334719	Q1856757
Q2334719	Q2135540
Q2334719	Q15621286
Q2334719	Q1150771
Q2334719	Q16686448
Q2334719	Q52948
Q2334719	Q602884
Q2334719	Q921513
Q2334719	Q2995644
Q2334719	Q188572
Q2334719	Q3249551
Q2334719	Q488383
Q2334719	Q58415929
Q2334719	Q1914636
Q2334719	Q3769299
Q2334719	Q4026292
Q2334719	Q42848
Q2334719	Q2684591
Q2334719	Q35120
Q2334719	Q483247
Q2334719	Q9332
Q2334719	Q2990593
Q2334719	Q22294683
Q2334719	Q20937557
Q2334719	Q30241068
Q2334719	Q1150070
Q2334719	Q67518978
Q2334719	Q11028
Q2334719	Q108163
Q2334719	Q2996394
Q2334719	Q16887380
Q2334719	Q22269697
Q2334719	Q7184903
Q2334719	Q246672
Q2334719	Q474328
Q2334719	Q13878858
Q2334719	Q64732777
Q2334719	Q28813620
Q2334719	Q41796
Q2334719	Q7048977
Q2334719	Q99527517
Q2334719	Q1786828
Q2334719	Q9380010
Q2334719	Q15916540
Q2334719	Q5371079
Q2334719	Q628523
Q2334719	Q183046
Q2334719	Q20817253
Q2334719	Q16877783
Q2334719	Q16889133
Q2334719	Q29651519
Q844482	Q844482
Q844482	Q124490
Q844482	Q4026292
Q844482	Q1456832
Q844482	Q1914636
Q844482	Q1190554
Q844482	Q26907166
Q844482	Q3537603
Q844482	Q6765918
Q844482	Q20937557
Q844482	Q567555
Q844482	Q16887380
Q844482	Q58415929
Q844482	Q104493
Q844482	Q849149
Q844482	Q28813620
Q844482	Q35120
Q844482	Q21170479
Q844482	Q29896155
Q844482	Q99527517
Q844482	Q1207505
Q844482	Q10862449
Q844482	Q55091441
Q844482	Q937228
Q844482	Q36161
Q844482	Q930933
Q844482	Q2995644
Q844482	Q217594
Q844482	Q864377
Q844482	Q5469988
Q844482	Q7184903
Q844482	Q30241068
Q844482	Q246672
Q844482	Q16889133
Q844482	Q4393498
Q844482	Q488383
Q844482	Q7048977
Q844482	Q16686448
Q217327	Q217327
Q217327	Q10737
Q217327	Q2223653
Q217327	Q844482
Q217327	Q81672
Q217327	Q1520311
Q217327	Q16738832
Q217327	Q29142
Q217327	Q178844
Q217327	Q1174599
Q217327	Q124490
Q217327	Q4026292
Q217327	Q83267
Q217327	Q1301203
Q217327	Q2334719
Q217327	Q12897867
Q217327	Q1456832
Q217327	Q1914636
Q217327	Q6087062
Q217327	Q180684
Q217327	Q327197
Q217327	Q386724
Q217327	Q8016240
Q217327	Q1190554
Q217327	Q839578
Q217327	Q451967
Q217327	Q1864008
Q217327	Q15401930
Q217327	Q26907166
Q217327	Q3537603
Q217327	Q6765918
Q217327	Q20937557
Q217327	Q3249551
Q217327	Q61788060
Q217327	Q609298
Q217327	Q1856757
Q217327	Q2135540
Q217327	Q15621286
Q217327	Q1150070
Q217327	Q67518978
Q217327	Q567555
Q217327	Q1150771
Q217327	Q16686448
Q217327	Q16887380
Q217327	Q58415929
Q217327	Q104493
Q217327	Q849149
Q217327	Q52948
Q217327	Q602884
Q217327	Q921513
Q217327	Q2995644
Q217327	Q188572
Q217327	Q488383
Q217327	Q28813620
Q217327	Q35120
Q217327	Q3769299
Q217327	Q21170479
Q217327	Q42848
Q217327	Q2684591
Q217327	Q483247
Q217327	Q29896155
Q217327	Q9332
Q217327	Q2990593
Q217327	Q22294683
Q217327	Q30241068
Q217327	Q99527517
Q217327	Q11028
Q217327	Q108163
Q217327	Q2996394
Q217327	Q1207505
Q217327	Q22269697
Q217327	Q10862449
Q217327	Q55091441
Q217327	Q7184903
Q217327	Q246672
Q217327	Q474328
Q217327	Q937228
Q217327	Q13878858
Q217327	Q64732777
Q217327	Q36161
Q217327	Q930933
Q217327	Q217594
Q217327	Q864377
Q217327	Q5469988
Q217327	Q41796
Q217327	Q7048977
Q217327	Q1786828
Q217327	Q9380010
Q217327	Q15916540
Q217327	Q16889133
Q217327	Q4393498
Q217327	Q5371079
Q217327	Q628523
Q217327	Q183046
Q217327	Q20817253
Q217327	Q16877783
Q217327	Q29651519
Q149086	Q149086
Q149086	Q844482
Q149086	Q74948922
Q149086	Q124490
Q149086	Q4026292
Q149086	Q4
Q149086	Q2956046
Q149086	Q3505845
Q149086	Q1456832
Q149086	Q1914636
Q149086	Q1190554
Q149086	Q26907166
Q149086	Q3537603
Q149086	Q6765918
Q149086	Q20937557
Q149086	Q1150070
Q149086	Q3537517
Q149086	Q483247
Q149086	Q937228
Q149086	Q188572
Q149086	Q35120
Q149086	Q17320256
Q149086	Q65757353
Q149086	Q567555
Q149086	Q16887380
Q149086	Q58415929
Q149086	Q42848
Q149086	Q2684591
Q149086	Q104493
Q149086	Q849149
Q149086	Q28813620
Q149086	Q1293220
Q149086	Q111752858
Q149086	Q11028
Q149086	Q21170479
Q149086	Q29896155
Q149086	Q16722960
Q149086	Q108163
Q149086	Q99527517
Q149086	Q3249551
Q149086	Q7184903
Q149086	Q246672
Q149086	Q474328
Q149086	Q67518978
Q149086	Q1207505
Q149086	Q10862449
Q149086	Q55091441
Q149086	Q41796
Q149086	Q488383
Q149086	Q7048977
Q149086	Q36161
Q149086	Q930933
Q149086	Q2995644
Q149086	Q217594
Q149086	Q864377
Q149086	Q5469988
Q149086	Q1786828
Q149086	Q9380010
Q149086	Q15916540
Q149086	Q30241068
Q149086	Q16889133
Q149086	Q5371079
Q149086	Q4393498
Q149086	Q628523
Q149086	Q183046
Q149086	Q20817253
Q149086	Q16877783
Q149086	Q16686448
Q149086	Q29651519
Q8454	Q8454
Q8454	Q149086
Q8454	Q186361
Q8454	Q1763090
Q8454	Q1931388
Q8454	Q844482
Q8454	Q74948922
Q8454	Q2995644
Q8454	Q4026292
Q8454	Q49848
Q8454	Q3769186
Q8454	Q2574811
Q8454	Q234460
Q8454	Q15621286
Q8454	Q37866906
Q8454	Q124490
Q8454	Q31464082
Q8454	Q30241068
Q8454	Q327000
Q8454	Q1190554
Q8454	Q4
Q8454	Q2956046
Q8454	Q3505845
Q8454	Q1456832
Q8454	Q1914636
Q8454	Q184754
Q8454	Q47461344
Q8454	Q107435521
Q8454	Q13427241
Q8454	Q26907166
Q8454	Q386724
Q8454	Q35120
Q8454	Q488383
Q8454	Q1554231
Q8454	Q20937557
Q8454	Q15401930
Q8454	Q3537603
Q8454	Q6765918
Q8454	Q103940464
Q8454	Q1150070
Q8454	Q3537517
Q8454	Q483247
Q8454	Q937228
Q8454	Q1864008
Q8454	Q58415929
Q8454	Q17537576
Q8454	Q286583
Q8454	Q8205328
Q8454	Q188572
Q8454	Q451967
Q8454	Q1856757
Q8454	Q2135540
Q8454	Q17320256
Q8454	Q65757353
Q8454	Q567555
Q8454	Q1150771
Q8454	Q16686448
Q8454	Q16887380
Q8454	Q23958946
Q8454	Q42848
Q8454	Q2684591
Q8454	Q61788060
Q8454	Q104493
Q8454	Q849149
Q8454	Q223557
Q8454	Q28813620
Q8454	Q1293220
Q8454	Q111752858
Q8454	Q11028
Q8454	Q21170479
Q8454	Q4406616
Q8454	Q35459920
Q8454	Q29896155
Q8454	Q16722960
Q8454	Q108163
Q8454	Q99527517
Q8454	Q3769299
Q8454	Q3249551
Q8454	Q7184903
Q8454	Q246672
Q8454	Q474328
Q8454	Q67518978
Q8454	Q9332
Q8454	Q1207505
Q8454	Q10862449
Q8454	Q55091441
Q8454	Q41796
Q8454	Q7048977
Q8454	Q36161
Q8454	Q930933
Q8454	Q217594
Q8454	Q864377
Q8454	Q5469988
Q8454	Q1786828
Q8454	Q9380010
Q8454	Q15916540
Q8454	Q16889133
Q8454	Q5371079
Q8454	Q4393498
Q8454	Q628523
Q8454	Q183046
Q8454	Q20817253
Q8454	Q16877783
Q8454	Q29651519
Q318296	Q318296
Q318296	Q7590
Q318296	Q694752
Q318296	Q1520311
Q318296	Q28100974
Q318296	Q451967
Q318296	Q4284762
Q318296	Q83267
Q318296	Q841236
Q318296	Q1424047
Q318296	Q2135465
Q318296	Q11607016
Q318296	Q27214006
Q318296	Q1190554
Q318296	Q3505845
Q318296	Q1456832
Q318296	Q61788060
Q318296	Q1763090
Q318296	Q26907166
Q318296	Q151885
Q318296	Q76419834
Q318296	Q483247
Q318296	Q937228
Q318296	Q3074541
Q318296	Q7748
Q318296	Q1151067
Q318296	Q1347367
Q318296	Q2145290
Q318296	Q7184903
Q318296	Q188572
Q318296	Q35120
Q318296	Q3537603
Q318296	Q6765918
Q318296	Q49848
Q318296	Q3769186
Q318296	Q17988854
Q318296	Q58415929
Q318296	Q1914636
Q318296	Q3769299
Q318296	Q8380731
Q318296	Q234460
Q318296	Q15621286
Q318296	Q37866906
Q318296	Q42848
Q318296	Q2684591
Q318296	Q628523
Q318296	Q16686448
Q318296	Q1207505
Q318296	Q20937557
Q318296	Q4393498
Q318296	Q567555
Q318296	Q327000
Q318296	Q9332
Q318296	Q488383
Q318296	Q7048977
Q318296	Q6423319
Q318296	Q1150070
Q318296	Q11028
Q318296	Q184754
Q318296	Q47461344
Q318296	Q107435521
Q318296	Q13427241
Q318296	Q104493
Q318296	Q849149
Q318296	Q108163
Q318296	Q930933
Q318296	Q340169
Q318296	Q386724
Q318296	Q1979154
Q318296	Q3622126
Q318296	Q16887380
Q318296	Q1554231
Q318296	Q21170479
Q318296	Q246672
Q318296	Q474328
Q318296	Q286583
Q318296	Q12894677
Q318296	Q15401930
Q318296	Q29896155
Q318296	Q31464082
Q318296	Q103940464
Q318296	Q41719
Q318296	Q58778
Q318296	Q1864008
Q318296	Q28813620
Q318296	Q17537576
Q318296	Q321703
Q318296	Q6671777
Q318296	Q8205328
Q318296	Q41796
Q318296	Q1856757
Q318296	Q2135540
Q318296	Q2574811
Q318296	Q4026292
Q318296	Q1150771
Q318296	Q99527517
Q318296	Q10862449
Q318296	Q55091441
Q318296	Q23958946
Q318296	Q1786828
Q318296	Q9380010
Q318296	Q15916540
Q318296	Q2995644
Q318296	Q223557
Q318296	Q36161
Q318296	Q217594
Q318296	Q864377
Q318296	Q5469988
Q318296	Q4406616
Q318296	Q35459920
Q318296	Q5371079
Q318296	Q30241068
Q318296	Q183046
Q318296	Q20817253
Q318296	Q16877783
Q318296	Q16889133
Q318296	Q29651519
Q47217	Q47217
Q47217	Q273120
Q47217	Q3109572
Q47217	Q180684
Q47217	Q628523
Q47217	Q1190554
Q47217	Q1914636
Q47217	Q754479
Q47217	Q839578
Q47217	Q11028
Q47217	Q76611
Q47217	Q26907166
Q47217	Q20937557
Q47217	Q7184903
Q47217	Q2915955
Q47217	Q3533467
Q47217	Q609298
Q47217	Q16887380
Q47217	Q58415929
Q47217	Q52948
Q47217	Q602884
Q47217	Q921513
Q47217	Q49447
Q47217	Q49773
Q47217	Q5389993
Q47217	Q9332
Q47217	Q769620
Q47217	Q488383
Q47217	Q7048977
Q47217	Q28813620
Q47217	Q35120
Q47217	Q5390013
Q47217	Q12558574
Q47217	Q71966963
Q47217	Q203764
Q47217	Q16334295
Q47217	Q4026292
Q47217	Q483247
Q47217	Q2990593
Q47217	Q22294683
Q47217	Q17737
Q47217	Q117850
Q47217	Q99527517
Q47217	Q151885
Q47217	Q2620826
Q47217	Q2684591
Q47217	Q3962655
Q47217	Q26256810
Q47217	Q1283504
Q47217	Q188572
Q47217	Q2996394
Q47217	Q58778
Q47217	Q595523
Q47217	Q2145290
Q47217	Q16334298
Q47217	Q22269697
Q47217	Q6671777
Q47217	Q1347367
Q47217	Q42848
Q47217	Q34394
Q47217	Q1773152
Q47217	Q4393498
Q47217	Q965415
Q47217	Q94535766
Q47217	Q108163
Q47217	Q3249551
Q47217	Q13878858
Q47217	Q64732777
Q47217	Q61961344
Q47217	Q20742825
Q47217	Q54989186
Q47217	Q246672
Q47217	Q474328
Q47217	Q258403
Q47217	Q4374347
Q47217	Q25481968
Q47217	Q1207505
Q47217	Q1150070
Q47217	Q67518978
Q47217	Q930933
Q47217	Q16686448
Q47217	Q1166770
Q47217	Q98119401
Q47217	Q11024
Q47217	Q41796
Q47217	Q386724
Q47217	Q937228
Q47217	Q451967
Q47217	Q813912
Q47217	Q6031064
Q47217	Q1786828
Q47217	Q9380010
Q47217	Q15916540
Q47217	Q15401930
Q47217	Q61788060
Q47217	Q3505845
Q47217	Q5371079
Q47217	Q23009552
Q47217	Q1150771
Q47217	Q183046
Q47217	Q20817253
Q47217	Q3769299
Q47217	Q16877783
Q47217	Q2995644
Q47217	Q16889133
Q47217	Q29651519
Q47217	Q23009675
Q47217	Q30241068
Q47217	Q17988854
Q192623	Q192623
Q192623	Q476807
Q192623	Q2727213
Q192623	Q17768966
Q192623	Q645883
Q192623	Q857984
Q192623	Q110458263
Q192623	Q1190554
Q192623	Q28972820
Q192623	Q83267
Q192623	Q451967
Q192623	Q1456832
Q192623	Q61788060
Q192623	Q26907166
Q192623	Q1150070
Q192623	Q3249551
Q192623	Q3537603
Q192623	Q6765918
Q192623	Q20937557
Q192623	Q67518978
Q192623	Q58415929
Q192623	Q1914636
Q192623	Q3769299
Q192623	Q567555
Q192623	Q9332
Q192623	Q16887380
Q192623	Q35120
Q192623	Q104493
Q192623	Q849149
Q192623	Q28813620
Q192623	Q21170479
Q192623	Q29896155
Q192623	Q99527517
Q192623	Q1207505
Q192623	Q10862449
Q192623	Q55091441
Q192623	Q937228
Q192623	Q36161
Q192623	Q930933
Q192623	Q2995644
Q192623	Q217594
Q192623	Q864377
Q192623	Q5469988
Q192623	Q7184903
Q192623	Q30241068
Q192623	Q246672
Q192623	Q16889133
Q192623	Q4393498
Q192623	Q488383
Q192623	Q7048977
Q192623	Q16686448
Q18812548	Q18812548
Q18812548	Q180684
Q18812548	Q1190554
Q18812548	Q839578
Q18812548	Q26907166
Q18812548	Q609298
Q18812548	Q58415929
Q18812548	Q52948
Q18812548	Q602884
Q18812548	Q921513
Q18812548	Q35120
Q18812548	Q4026292
Q18812548	Q483247
Q18812548	Q9332
Q18812548	Q2990593
Q18812548	Q22294683
Q18812548	Q1914636
Q18812548	Q188572
Q18812548	Q2996394
Q18812548	Q22269697
Q18812548	Q42848
Q18812548	Q2684591
Q18812548	Q20937557
Q18812548	Q3249551
Q18812548	Q13878858
Q18812548	Q64732777
Q18812548	Q11028
Q18812548	Q108163
Q18812548	Q1150070
Q18812548	Q67518978
Q18812548	Q16887380
Q18812548	Q7184903
Q18812548	Q246672
Q18812548	Q474328
Q18812548	Q28813620
Q18812548	Q41796
Q18812548	Q488383
Q18812548	Q7048977
Q18812548	Q99527517
Q18812548	Q1786828
Q18812548	Q9380010
Q18812548	Q15916540
Q18812548	Q5371079
Q18812548	Q628523
Q18812548	Q183046
Q18812548	Q20817253
Q18812548	Q16877783
Q18812548	Q16889133
Q18812548	Q29651519
Q4	Q4
Q4	Q2956046
Q4	Q3505845
Q4	Q1150070
Q4	Q3537517
Q4	Q483247
Q4	Q937228
Q4	Q188572
Q4	Q35120
Q4	Q1190554
Q4	Q17320256
Q4	Q65757353
Q4	Q42848
Q4	Q2684591
Q4	Q26907166
Q4	Q1293220
Q4	Q111752858
Q4	Q11028
Q4	Q16722960
Q4	Q108163
Q4	Q58415929
Q4	Q3249551
Q4	Q7184903
Q4	Q246672
Q4	Q474328
Q4	Q20937557
Q4	Q67518978
Q4	Q41796
Q4	Q488383
Q4	Q7048977
Q4	Q16887380
Q4	Q1786828
Q4	Q9380010
Q4	Q15916540
Q4	Q28813620
Q4	Q5371079
Q4	Q628523
Q4	Q183046
Q4	Q20817253
Q4	Q99527517
Q4	Q16877783
Q4	Q16889133
Q4	Q29651519
Q2310419	Q2310419
Q2310419	Q180684
Q2310419	Q839578
Q2310419	Q609298
Q2310419	Q52948
Q2310419	Q602884
Q2310419	Q921513
Q2310419	Q4026292
Q2310419	Q483247
Q2310419	Q9332
Q2310419	Q2990593
Q2310419	Q22294683
Q2310419	Q1914636
Q2310419	Q188572
Q2310419	Q2996394
Q2310419	Q1190554
Q2310419	Q22269697
Q2310419	Q42848
Q2310419	Q2684591
Q2310419	Q26907166
Q2310419	Q20937557
Q2310419	Q3249551
Q2310419	Q13878858
Q2310419	Q64732777
Q2310419	Q11028
Q2310419	Q108163
Q2310419	Q1150070
Q2310419	Q67518978
Q2310419	Q16887380
Q2310419	Q58415929
Q2310419	Q7184903
Q2310419	Q246672
Q2310419	Q474328
Q2310419	Q28813620
Q2310419	Q35120
Q2310419	Q41796
Q2310419	Q488383
Q2310419	Q7048977
Q2310419	Q99527517
Q2310419	Q1786828
Q2310419	Q9380010
Q2310419	Q15916540
Q2310419	Q5371079
Q2310419	Q628523
Q2310419	Q183046
Q2310419	Q20817253
Q2310419	Q16877783
Q2310419	Q16889133
Q2310419	Q29651519
Q2020153	Q2020153
Q2020153	Q625994
Q2020153	Q27968055
Q2020153	Q52260246
Q2020153	Q1656682
Q2020153	Q2761147
Q2020153	Q1190554
Q2020153	Q26907166
Q2020153	Q58415929
Q2020153	Q35120
Q194189	Q194189
Q194189	Q601401
Q194189	Q815823
Q194189	Q268592
Q194189	Q23009552
Q194189	Q1979154
Q194189	Q58778
Q194189	Q41719
Q194189	Q4393498
Q194189	Q23009675
Q194189	Q108163
Q194189	Q321703
Q194189	Q6671777
Q194189	Q930933
Q194189	Q16686448
Q194189	Q52948
Q194189	Q17988854
Q194189	Q4026292
Q194189	Q11028
Q194189	Q246672
Q194189	Q474328
Q194189	Q7184903
Q194189	Q99527517
Q194189	Q488383
Q194189	Q9332
Q194189	Q1150070
Q194189	Q1914636
Q194189	Q41796
Q194189	Q35120
Q194189	Q1190554
Q194189	Q7048977
Q194189	Q1786828
Q194189	Q9380010
Q194189	Q15916540
Q194189	Q26907166
Q194189	Q20937557
Q194189	Q5371079
Q194189	Q628523
Q194189	Q183046
Q194189	Q20817253
Q194189	Q16887380
Q194189	Q58415929
Q194189	Q16877783
Q194189	Q16889133
Q194189	Q28813620
Q194189	Q29651519
Q1261499	Q1261499
Q1261499	Q178561
Q1261499	Q645883
Q1261499	Q650711
Q1261499	Q13418847
Q1261499	Q1190554
Q1261499	Q28972820
Q1261499	Q451967
Q1261499	Q1931388
Q1261499	Q110227435
Q1261499	Q61788060
Q1261499	Q26907166
Q1261499	Q2574811
Q1261499	Q1150070
Q1261499	Q3249551
Q1261499	Q31464082
Q1261499	Q20937557
Q1261499	Q67518978
Q1261499	Q58415929
Q1261499	Q1914636
Q1261499	Q3769299
Q1261499	Q9332
Q1261499	Q16887380
Q1261499	Q488383
Q1261499	Q35120
Q1261499	Q28813620
Q1261499	Q99527517
Q21480300	Q21480300
Q21480300	Q750215
Q21480300	Q109217482
Q21480300	Q132821
Q21480300	Q1184244
Q21480300	Q1174599
Q21480300	Q2252077
Q21480300	Q5618454
Q21480300	Q83267
Q21480300	Q149086
Q21480300	Q16688120
Q21480300	Q124490
Q21480300	Q4026292
Q21480300	Q1456832
Q21480300	Q451967
Q21480300	Q896527
Q21480300	Q1520311
Q21480300	Q1914636
Q21480300	Q844482
Q21480300	Q74948922
Q21480300	Q61788060
Q21480300	Q3537603
Q21480300	Q6765918
Q21480300	Q1190554
Q21480300	Q26907166
Q21480300	Q20937557
Q21480300	Q567555
Q21480300	Q3769299
Q21480300	Q4
Q21480300	Q2956046
Q21480300	Q3505845
Q21480300	Q104493
Q21480300	Q849149
Q21480300	Q9332
Q21480300	Q16887380
Q21480300	Q58415929
Q21480300	Q21170479
Q21480300	Q29896155
Q21480300	Q1150070
Q21480300	Q3537517
Q21480300	Q483247
Q21480300	Q937228
Q21480300	Q28813620
Q21480300	Q35120
Q21480300	Q188572
Q21480300	Q17320256
Q21480300	Q65757353
Q21480300	Q1207505
Q21480300	Q99527517
Q21480300	Q10862449
Q21480300	Q55091441
Q21480300	Q42848
Q21480300	Q2684591
Q21480300	Q36161
Q21480300	Q930933
Q21480300	Q1293220
Q21480300	Q111752858
Q21480300	Q2995644
Q21480300	Q217594
Q21480300	Q864377
Q21480300	Q5469988
Q21480300	Q11028
Q21480300	Q7184903
Q21480300	Q16722960
Q21480300	Q108163
Q21480300	Q30241068
Q21480300	Q3249551
Q21480300	Q246672
Q21480300	Q474328
Q21480300	Q16889133
Q21480300	Q67518978
Q21480300	Q4393498
Q21480300	Q488383
Q21480300	Q7048977
Q21480300	Q41796
Q21480300	Q16686448
Q21480300	Q1786828
Q21480300	Q9380010
Q21480300	Q15916540
Q21480300	Q5371079
Q21480300	Q628523
Q21480300	Q183046
Q21480300	Q20817253
Q21480300	Q16877783
Q21480300	Q29651519
Q697327	Q697327
Q697327	Q2334719
Q697327	Q180684
Q697327	Q327197
Q697327	Q386724
Q697327	Q8016240
Q697327	Q839578
Q697327	Q451967
Q697327	Q1864008
Q697327	Q15401930
Q697327	Q1190554
Q697327	Q1301203
Q697327	Q61788060
Q697327	Q609298
Q697327	Q26907166
Q697327	Q6087062
Q697327	Q1856757
Q697327	Q2135540
Q697327	Q15621286
Q697327	Q1150771
Q697327	Q16686448
Q697327	Q52948
Q697327	Q602884
Q697327	Q921513
Q697327	Q2995644
Q697327	Q188572
Q697327	Q3249551
Q697327	Q488383
Q697327	Q58415929
Q697327	Q1914636
Q697327	Q3769299
Q697327	Q4026292
Q697327	Q42848
Q697327	Q2684591
Q697327	Q35120
Q697327	Q483247
Q697327	Q9332
Q697327	Q2990593
Q697327	Q22294683
Q697327	Q20937557
Q697327	Q30241068
Q697327	Q1150070
Q697327	Q67518978
Q697327	Q11028
Q697327	Q108163
Q697327	Q2996394
Q697327	Q16887380
Q697327	Q22269697
Q697327	Q7184903
Q697327	Q246672
Q697327	Q474328
Q697327	Q13878858
Q697327	Q64732777
Q697327	Q28813620
Q697327	Q41796
Q697327	Q7048977
Q697327	Q99527517
Q697327	Q1786828
Q697327	Q9380010
Q697327	Q15916540
Q697327	Q5371079
Q697327	Q628523
Q697327	Q183046
Q697327	Q20817253
Q697327	Q16877783
Q697327	Q16889133
Q697327	Q29651519
Q601401	Q601401
Q601401	Q268592
Q601401	Q23009552
Q601401	Q58778
Q601401	Q23009675
Q601401	Q6671777
Q601401	Q52948
Q601401	Q17988854
Q601401	Q4026292
Q601401	Q99527517
Q601401	Q9332
Q601401	Q1150070
Q601401	Q1914636
Q601401	Q1190554
Q601401	Q35120
Q601401	Q26907166
Q601401	Q20937557
Q601401	Q16887380
Q601401	Q58415929
Q601401	Q28813620
Q1323212	Q1323212
Q1323212	Q124734
Q1323212	Q180684
Q1323212	Q13418847
Q1323212	Q839578
Q1323212	Q110227435
Q1323212	Q609298
Q1323212	Q1190554
Q1323212	Q52948
Q1323212	Q602884
Q1323212	Q921513
Q1323212	Q26907166
Q1323212	Q4026292
Q1323212	Q483247
Q1323212	Q9332
Q1323212	Q2990593
Q1323212	Q22294683
Q1323212	Q58415929
Q1323212	Q1914636
Q1323212	Q188572
Q1323212	Q2996394
Q1323212	Q22269697
Q1323212	Q35120
Q1323212	Q42848
Q1323212	Q2684591
Q1323212	Q20937557
Q1323212	Q3249551
Q1323212	Q13878858
Q1323212	Q64732777
Q1323212	Q11028
Q1323212	Q108163
Q1323212	Q1150070
Q1323212	Q67518978
Q1323212	Q16887380
Q1323212	Q7184903
Q1323212	Q246672
Q1323212	Q474328
Q1323212	Q28813620
Q1323212	Q41796
Q1323212	Q488383
Q1323212	Q7048977
Q1323212	Q99527517
Q1323212	Q1786828
Q1323212	Q9380010
Q1323212	Q15916540
Q1323212	Q5371079
Q1323212	Q628523
Q1323212	Q183046
Q1323212	Q20817253
Q1323212	Q16877783
Q1323212	Q16889133
Q1323212	Q29651519
Q7456126	Q7456126
Q7456126	Q7269307
Q7456126	Q1656682
Q7456126	Q2761147
Q7456126	Q1190554
Q7456126	Q26907166
Q7456126	Q58415929
Q7456126	Q35120
Q891854	Q891854
Q891854	Q1174599
Q891854	Q124490
Q891854	Q4026292
Q891854	Q1456832
Q891854	Q1914636
Q891854	Q1190554
Q891854	Q26907166
Q891854	Q3537603
Q891854	Q6765918
Q891854	Q20937557
Q891854	Q567555
Q891854	Q16887380
Q891854	Q58415929
Q891854	Q104493
Q891854	Q849149
Q891854	Q28813620
Q891854	Q35120
Q891854	Q21170479
Q891854	Q29896155
Q891854	Q99527517
Q891854	Q1207505
Q891854	Q10862449
Q891854	Q55091441
Q891854	Q937228
Q891854	Q36161
Q891854	Q930933
Q891854	Q2995644
Q891854	Q217594
Q891854	Q864377
Q891854	Q5469988
Q891854	Q7184903
Q891854	Q30241068
Q891854	Q246672
Q891854	Q16889133
Q891854	Q4393498
Q891854	Q488383
Q891854	Q7048977
Q891854	Q16686448
Q2072431	Q2072431
Q2072431	Q7590
Q2072431	Q451967
